"Sport","Name","Height","Weight","Age"
"Sailing","Giles Lyndon Scott",197,95,29
"Freestyle Skiing","James Woods",168,67,24
"Athletics","Charles Lawrence Somerset Clarke",187,77,26
"Equestrianism","Fiona Clare Bigwood",173,75,40
"Swimming","Keri-Anne Payne (-Carry)",177,66,28
"Alpine Skiing","Chimene Mary ""Chemmy"" Alcott (-Crawford)",169,69,31
"Alpine Skiing","Chimene Mary ""Chemmy"" Alcott (-Crawford)",169,69,31
"Swimming","Georgia Amy Coates",170,54,17
"Athletics","Gregory James ""Greg"" Rutherford",188,92,29
"Weightlifting","Sonny Curtis  Webster",178,94,22
"Athletics","Seren Bundy-Davies",175,63,21
"Swimming","Andrew Willis",188,85,25
"Diving","Alicia Jane Blagg",167,60,19
"Cross Country Skiing","Callum Smith",180,74,21
"Rowing","Jessica Jane ""Jess"" Eddie",178,75,31
"Judo","Natalie Powell",175,77,25
"Shooting","Amber Jo Hill",157,57,18
"Rowing","Victoria Thornley",193,76,28
"Short Track Speed Skating","Jack Whelbourne",176,61,22
"Rowing","Olivia Frances Carnegie-Brown",181,73,25
"Gymnastics","Nile Wilson",166,60,20
"Cycling","Katie Louise Archibald",178,70,22
"Short Track Speed Skating","Richard Shoebridge",176,76,28
"Hockey","Nicholas Andrew ""Nick"" Catlin",175,76,27
"Athletics","Dominick Steven ""Dom"" King",178,69,33
"Figure Skating","Nicholas Frederick ""Nick"" Buckland",182,76,24
"Cross Country Skiing","Callum Smith",180,74,21
"Rowing","Constantine Michael Louloudis",190,92,24
"Rugby Sevens","Jasmine Louise Joyce",163,55,20
"Shooting","Jennifer ""Jen"" McIntosh",175,80,25
"Equestrianism","Michael Whitaker",172,69,56
"Hockey","Michael James P. Hoare",176,77,30
"Modern Pentathlon","Joseph Tzen Zhun ""Joe"" Choong",186,78,21
"Judo","Ashley McKenzie",168,60,27
"Hockey","Madeline Clare ""Maddie"" Hinch",168,62,27
"Gymnastics","Kristian James Thomas",180,79,27
"Diving","Grace Reid",169,67,20
"Swimming","Eleanor Jane ""Ellie"" Faulkner",165,68,23
"Gymnastics","Max Antony Whitlock",167,56,23
"Gymnastics","Max Antony Whitlock",167,56,23
"Swimming","Craig Harry Benson",183,80,22
"Athletics","Michael John Rimmer",182,66,30
"Swimming","Cameron Roland Kurle",186,66,19
"Hockey","Henry Weir",176,75,26
"Swimming","Christopher James ""Chris"" Walker-Hebborn",184,84,26
"Swimming","James George Guy",187,83,20
"Short Track Speed Skating","Elise Christie",160,54,23
"Athletics","Asha Solette Philip",164,67,25
"Athletics","Elliot Levi Giles",183,77,22
"Athletics","Kelly Massey",178,57,31
"Cycling","Laura Rebecca Trott (-Kenny)",164,56,24
"Athletics","Emily Jane Diamond",173,58,25
"Rowing","George Christopher Nash",195,96,26
"Swimming","Ross Murdoch",183,76,22
"Cycling","Rebecca Angharad ""Becky"" James",171,66,24
"Boxing","Joshua Buatsi",185,81,23
"Curling","Claire Hamilton",170,63,25
"Athletics","Katarina Mary Johnson-Thompson",183,68,23
"Table Tennis","Liam Benjamin Pitchford",186,67,23
"Rowing","Angus Groom",195,94,24
"Triathlon","Non Rhiannydd Stanford",170,55,27
"Cycling","Jason Francis Kenny",178,81,28
"Cycling","Jason Francis Kenny",178,81,28
"Sailing","Alison Young",182,70,29
"Hockey","Sophie Charlotte Bray",164,58,26
"Athletics","Tiffany Adaez Porter (Ofili-)",175,70,28
"Hockey","Kathrin Louise ""Kate"" Richardson-Walsh",171,66,36
"Athletics","Stephanie April Twell",168,57,26
"Cycling","Ian Dexter Stannard",191,80,29
"Swimming","Jazmin Roxy ""Jazz"" Carlin",175,57,25
"Gymnastics","Nile Wilson",166,60,20
"Gymnastics","Nile Wilson",166,60,20
"Hockey","Lily Isabelle Owsley",170,70,21
"Athletics","Andrew James ""Andy"" Vernon",182,71,30
"Tennis","Johanna Konta",183,70,25
"Rowing","Mark David Aldred",188,71,29
"Skeleton","Elizabeth Anne ""Lizzy"" Yarnold",172,78,25
"Swimming","Francesca Jean ""Fran"" Halsall",172,64,26
"Fencing","Laurence Halsted",185,85,32
"Rugby Sevens","Phil Burgess",180,92,28
"Freestyle Skiing","Murray Buchan",163,64,22
"Swimming","James George Guy",187,83,20
"Short Track Speed Skating","Elise Christie",160,54,23
"Sailing","Luke Patience",167,59,29
"Hockey","Georgina Sophie ""Georgie"" Twigg",170,62,25
"Diving","Tonia Couch",166,54,27
"Boxing","Savannah Rose Dee Marshall",181,75,25
"Canoeing","Jonathan Michael ""Jon"" Schofield",182,80,31
"Tennis","Heather Miriam Watson",168,64,24
"Rowing","Zoe Michaela  de Toledo",172,58,29
"Rugby Sevens","Marcus China Watson",177,88,25
"Tennis","Colin Fleming",188,78,31
"Rowing","Matthew Anthony W. ""Matt"" Gotrel",195,95,27
"Canoeing","Jessica Samantha ""Jess"" Walker",170,70,26
"Bobsleigh","John Baines",189,100,28
"Sailing","Dylan James Fletcher-Scott",176,78,28
"Archery","Patrick Huston",183,84,20
"Golf","Catriona Isobel Matthew (Lambert-)",163,60,46
"Short Track Speed Skating","Jack Whelbourne",176,61,22
"Athletics","Adam Ahmed R. Gemili",178,75,22
"Swimming","Daniel ""Dan"" Wallace",188,80,23
"Rowing","Phelan Peter Hill",172,55,37
"Rowing","Matthew Keir ""Matt"" Langridge",194,93,33
"Hockey","Ashley Stephen Jackson",170,73,28
"Figure Skating","Jenna McCorkell",165,57,27
"Athletics","Emily Jane Diamond",173,58,25
"Boxing","Lawrence Junior I. O. Okolie",195,91,23
"Synchronized Swimming","Olivia Elizabeth N. Allison-Federici",169,54,26
"Bobsleigh","Rebekah ""Bex"" Wilson",158,66,22
"Shooting","Edward Theodore ""Ed"" Ling",180,80,33
"Equestrianism","Philippa Rachel ""Pippa"" Funnell (Nolan-)",168,68,47
"Swimming","James George Guy",187,83,20
"Gymnastics","Amy Tinkler",152,47,16
"Sailing","Sophie Claire Ainsworth",173,68,27
"Taekwondo","Mahama Abdoufatah Cho",196,100,26
"Diving","Tonia Couch",166,54,27
"Swimming","Benjamin Ross ""Ben"" Proud",185,92,21
"Gymnastics","Nile Wilson",166,60,20
"Equestrianism","Carl Rupert Hester",182,86,49
"Cycling","Callum Skinner",187,93,23
"Gymnastics","Rebecca Lauren ""Beckie"" Downie",156,55,24
"Gymnastics","Brinn John Bevan",165,62,19
"Athletics","Geraldina Rachel ""Dina"" Asher-Smith",164,55,20
"Athletics","Geraldina Rachel ""Dina"" Asher-Smith",164,55,20
"Canoeing","Fiona Pennie",169,70,33
"Hockey","George Christopher Pinner",192,92,29
"Cross Country Skiing","Callum Smith",180,74,21
"Figure Skating","David Steven King",184,74,29
"Athletics","Luke Arron Cutts",188,82,28
"Equestrianism","Michael Whitaker",172,69,56
"Badminton","Christopher Thomas ""Chris"" Adcock",183,80,27
"Fencing","Laurence Halsted",185,85,32
"Shooting","Stephen ""Steve"" Scott",172,84,31
"Athletics","Robert William ""Rob"" Mullett",178,64,29
"Snowboarding","Dominic Mark ""Dom"" Harington",187,77,29
"Judo","Sally Conway",167,70,29
"Swimming","Georgia Beth Davies",175,64,25
"Rowing","Polly Ann M. Swann",185,76,28
"Hockey","David John Condon",180,79,25
"Tennis","Heather Miriam Watson",168,64,24
"Cycling","Callum Skinner",187,93,23
"Fencing","James-Andrew Davis",195,98,25
"Figure Skating","Penny Jane Coomes",152,43,24
"Curling","David Murdoch",177,76,35
"Triathlon","Jonathan Callum ""Jonny"" Brownlee",181,70,26
"Boxing","Antony John Fowler",179,75,25
"Trampolining","Katherine Joan ""Kat"" Driscoll",168,55,30
"Rowing","Charlotte Louise Taylor",165,57,30
"Gymnastics","Claudia Fragapane",137,43,18
"Gymnastics","Claudia Fragapane",137,43,18
"Swimming","Stephen Milne",185,76,22
"Short Track Speed Skating","Elise Christie",160,54,23
"Swimming","Georgia Beth Davies",175,64,25
"Fencing","Richard Adam Kruse",190,84,33
"Rowing","Mohamed Karim ""Moe"" Sbihi",202,110,28
"Rugby Sevens","Heather Margaret Fisher",168,71,32
"Athletics","Joanne Marie ""Jo"" Pavey (Davis-)",163,50,42
"Athletics","Holly Bethan Bleasdale-Bradshaw",175,67,24
"Boxing","Pat McCormack",182,64,21
"Rowing","Sam Townsend",199,102,30
"Rowing","William ""Will"" Fletcher",186,73,26
"Athletics","Mohamed Muktar Jama ""Mo"" Farah",175,58,33
"Swimming","Chlo Marianne  Tutton",169,60,20
"Hockey","Daniel Richard ""Dan"" Fox",183,78,33
"Sailing","Nicholas Charles ""Nick"" Dempsey",180,71,35
"Swimming","Camilla Hattersley",174,59,21
"Athletics","Andrew William ""Andy"" Pozzi",190,84,24
"Tennis","James Robert ""Jamie"" Murray",190,82,30
"Cycling","Christopher Clive ""Chris"" Froome",185,69,31
"Gymnastics","Nile Wilson",166,60,20
"Swimming","Georgia Amy Coates",170,54,17
"Cycling","Philip Hindes",178,82,23
"Equestrianism","Gemma Tattersall",165,69,31
"Rugby Sevens","Tom Mitchell",178,85,27
"Athletics","Christopher Edwin ""Chris"" Baker",194,80,25
"Boxing","Joshua ""Josh"" Kelly",178,69,22
"Swimming","Max Robert Litchfield",168,78,21
"Cross Country Skiing","Andrew Young",193,83,21
"Gymnastics","Kristian James Thomas",180,79,27
"Rugby Sevens","Mark Stewart Bennett",183,89,23
"Fencing","Marcus John Charles Mepstead",183,78,26
"Swimming","Benjamin Ross ""Ben"" Proud",185,92,21
"Boxing","Joseph ""Joe"" Cordina",175,61,24
"Freestyle Skiing","Emma Louise  Lonsdale",175,69,29
"Rugby Sevens","Emily Beth Scarratt",181,79,26
"Swimming","Stephen Milne",185,76,22
"Bobsleigh","John Baines",189,100,28
"Athletics","Lennie Waite",172,59,30
"Modern Pentathlon","James ""Jamie"" Cooke",185,74,25
"Sailing","Hannah Louise Mills",157,50,28
"Swimming","Duncan William MacNaughton Scott",190,72,19
"Rowing","Catherine Rose ""Katie"" Greves (-Solesbury)",179,71,33
"Rowing","Katherine Sarah ""Kat"" Copeland",172,58,25
"Gymnastics","Claudia Fragapane",137,43,18
"Hockey","Shona Clare McCallin",165,69,24
"Athletics","Daryll Saskia Neita",172,61,19
"Cross Country Skiing","Andrew Young",193,83,21
"Athletics","Mohamed Muktar Jama ""Mo"" Farah",175,58,33
"Cycling","Bradley Marc Wiggins",190,82,36
"Skeleton","Kristan Lee Bromley",178,78,41
"Figure Skating","Stacey Louise Kemp",155,43,25
"Athletics","Matthew Lloyd ""Matt"" Hudson-Smith",194,78,21
"Curling","Anna Sloan",160,62,23
"Swimming","Georgia Amy Coates",170,54,17
"Rugby Sevens","Danielle Sian Waterman",165,64,31
"Gymnastics","Elissa Rebecca Louis ""Ellie"" Downie",162,60,17
"Figure Skating","Jenna McCorkell",165,57,27
"Equestrianism","Gemma Tattersall",165,69,31
"Hockey","Laura Emma Unsworth",157,55,28
"Diving","Christopher James ""Chris"" Mears",172,70,23
"Swimming","Jack David Burnell",185,72,23
"Diving","Jack David Laugher",166,65,21
"Swimming","James George Guy",187,83,20
"Athletics","Ross Arthur Millington",173,58,26
"Gymnastics","Elissa Rebecca Louis ""Ellie"" Downie",162,60,17
"Equestrianism","Fiona Clare Bigwood",173,75,40
"Table Tennis","Liam Benjamin Pitchford",186,67,23
"Hockey","Chay Crista Kerio Cullen",182,74,30
"Athletics","Charles Maxwell ""Charlie"" Grice",182,70,22
"Athletics","Alyson Dixon",155,43,37
"Athletics","Robert Karl ""Robbie"" Grabarz",191,81,28
"Gymnastics","Elissa Rebecca Louis ""Ellie"" Downie",162,60,17
"Cycling","Kyle Jordan S. Evans",180,81,22
"Gymnastics","Rebecca Lauren ""Beckie"" Downie",156,55,24
"Hockey","Iain Lewers",183,79,32
"Swimming","James George Guy",187,83,20
"Fencing","James-Andrew Davis",195,98,25
"Athletics","Nethaneel Joseph Mitchell-Blake",187,86,22
"Tennis","Heather Miriam Watson",168,64,24
"Synchronized Swimming","Katie Lauren Clark",168,52,22
"Gymnastics","Kristian James Thomas",180,79,27
"Athletics","Desiree Latifah N. Henry",171,64,20
"Cycling","Adam Yates",172,58,23
"Athletics","Sonia Samuels",162,47,37
"Sailing","Alain Sign",181,84,30
"Gymnastics","Elissa Rebecca Louis ""Ellie"" Downie",162,60,17
"Gymnastics","Rebecca Lauren ""Beckie"" Downie",156,55,24
"Gymnastics","Elissa Rebecca Louis ""Ellie"" Downie",162,60,17
"Gymnastics","Amy Tinkler",152,47,16
"Athletics","Jade Louise Lally",182,88,29
"Gymnastics","Louis Antoine Smith",184,76,27
"Athletics","Eilish McColgan",176,53,25
"Equestrianism","Philippa Rachel ""Pippa"" Funnell (Nolan-)",168,68,47
"Rowing","Christopher Roger ""Chris"" Bartley",178,72,32
"Judo","Nekoda Anitia K. Smythe-Davis",157,60,23
"Athletics","Daryll Saskia Neita",172,61,19
"Hockey","Adam Graham Dixon",169,70,29
"Gymnastics","Elissa Rebecca Louis ""Ellie"" Downie",162,60,17
"Gymnastics","Kristian James Thomas",180,79,27
"Rowing","Alexander John ""Alex"" Gregory",198,97,32
"Tennis","Dominic Jakub ""Dom"" Inglot",196,95,30
"Rugby Sevens","Daniel ""Dan"" Bibby",176,86,25
"Athletics","Lorraine Efe Ugen",179,65,24
"Athletics","Nigel Levine",176,72,27
"Rowing","Melanie Kate Wilson",184,75,32
"Swimming","Stephen Milne",185,76,22
"Diving","Jack David Laugher",166,65,21
"Rugby Sevens","James Rodwell",195,105,31
"Figure Skating","David Steven King",184,74,29
"Rowing","Peter ""Pete"" Reed",197,100,35
"Taekwondo","Bianca Michaela Walkden",182,74,24
"Cycling","Geraint Howell Thomas",183,70,30
"Cycling","Steven James Burke",183,78,28
"Gymnastics","Brinn John Bevan",165,62,19
"Athletics","Callum Hawkins",179,62,24
"Judo","Colin Stephen Oates",181,66,33
"Gymnastics","Louis Antoine Smith",184,76,27
"Athletics","Derek Hawkins",180,68,27
"Cycling","Callum Skinner",187,93,23
"Gymnastics","Nile Wilson",166,60,20
"Swimming","Christopher James ""Chris"" Walker-Hebborn",184,84,26
"Canoeing","Joseph ""Joe"" Clarke",182,76,23
"Cross Country Skiing","Andrew Young",193,83,21
"Hockey","Hannah Louise Macleod",172,67,32
"Athletics","Tsegai Tewelde",172,56,26
"Triathlon","Helen Rebecca Tucker-Jenkins",169,55,32
"Gymnastics","Brinn John Bevan",165,62,19
"Athletics","Laura Whittle (Kenney-)",175,69,31
"Athletics","Shara Nerissa Proctor",173,60,27
"Rowing","Helen Rachel M. Glover",177,67,30
"Fencing","Richard Adam Kruse",190,84,33
"Equestrianism","John Edwin Whitaker",171,70,60
"Cycling","Christopher Clive ""Chris"" Froome",185,69,31
"Trampolining","Bryony Kate Frances Page",172,60,25
"Tennis","Johanna Konta",183,70,25
"Rowing","Peter Lambert",190,90,29
"Triathlon","Victoria Frances ""Vicky"" Holland",168,56,30
"Swimming","Adam George Peaty",191,86,21
"Rowing","John Collins",192,95,27
"Swimming","Camilla Hattersley",174,59,21
"Athletics","Laura Elizabeth Weightman",172,56,25
"Short Track Speed Skating","Charlotte Gilmartin",163,63,23
"Boxing","Nicola Virginia Adams",164,51,33
"Swimming","Adam George Peaty",191,86,21
"Athletics","Eilidh Child-Doyle",170,60,29
"Athletics","Eilidh Child-Doyle",170,60,29
"Bobsleigh","Benjamin Stuart ""Ben"" Simons",186,90,27
"Hockey","Alexandra Mary L. ""Alex"" Danson",167,56,31
"Athletics","Jack Peter Green",193,78,24
"Biathlon","Amanda Mary Lightfoot",172,60,27
"Hockey","David Vincent Leslie Ames",188,82,27
"Athletics","Beth Potter",170,51,24
"Swimming","Aimee Willmott",171,66,23
"Athletics","Adam Ahmed R. Gemili",178,75,22
"Cycling","Mark Simon Cavendish",175,70,31
"Figure Skating","Stacey Louise Kemp",155,43,25
"Diving","Daniel Goodfellow",167,58,19
"Bobsleigh","Joel Israel Fearon",178,90,25
"Short Track Speed Skating","Jonathan Paul ""Jon"" Eley",186,75,29
"Hockey","Harry John Martin",184,81,23
"Short Track Speed Skating","Charlotte Gilmartin",163,63,23
"Swimming","Duncan William MacNaughton Scott",190,72,19
"Cycling","Geraint Howell Thomas",183,70,30
"Curling","Michael Goodfellow",184,88,25
"Athletics","Thomas William ""Tom"" Farrell",179,63,25
"Boxing","Galal Yafai",158,49,23
"Rugby Sevens","Emily Scott",165,60,24
"Shooting","Timothy ""Tim"" Kneale",187,85,33
"Athletics","Desiree Latifah N. Henry",171,64,20
"Tennis","Johanna Konta",183,70,25
"Rugby Sevens","Amy Alexandra Wilson-Hardy",167,69,24
"Sailing","Saskia Clark",176,68,36
"Hockey","Samuel ""Sam"" Ward",178,75,25
"Judo","Alice Schlesinger",165,65,28
"Swimming","Aimee Willmott",171,66,23
"Swimming","Duncan William MacNaughton Scott",190,72,19
"Biathlon","Amanda Mary Lightfoot",172,60,27
"Diving","Sarah Ellen Barrow",162,52,27
"Sailing","Nick Thompson",179,80,30
"Freestyle Skiing","Katie Louise Summerhayes",171,68,18
"Rowing","Alan Campbell",191,96,33
"Short Track Speed Skating","Jonathan Paul ""Jon"" Eley",186,75,29
"Canoeing","Liam Nicholas Heath",182,81,31
"Rowing","Peter Chambers",186,72,26
"Rowing","Katherine Jane Grainger",183,78,40
"Athletics","Oyeyemi Olugbenga Olatokunbo James Dasaolu",187,88,28
"Canoeing","Liam Nicholas Heath",182,81,31
"Equestrianism","Nicholas David ""Nick"" Skelton",175,76,58
"Curling","Greg Drummond",171,63,25
"Modern Pentathlon","Katherine Elizabeth ""Kate"" French",175,65,25
"Skeleton","Shelley-Marie Rudman",171,55,32
"Equestrianism","Nicholas David ""Nick"" Skelton",175,76,58
"Rugby Sevens","Claire Allan",170,65,31
"Equestrianism","Spencer James W. Wilton",183,83,43
"Athletics","Holder Ocante da Silva",182,80,28
"Wrestling","Augusto Midana",167,74,32
"Wrestling","Bedopassa Buassat Djonde",172,97,23
"Athletics","Jessica Inchude",175,81,20
"Judo","Taciana Rezende de Lima Bald",164,48,32
"Athletics","Bachana Khorava",171,67,23
"Wrestling","Iakob Kajaia",187,130,22
"Judo","Lasha Shavdatuashvili",170,75,24
"Judo","Beka Gviniashvili",175,95,20
"Wrestling","Iakob Makarashvili",174,80,30
"Weightlifting","Giorgi Chkheidze",178,105,18
"Judo","Adam Okruashvili",189,130,27
"Swimming","Teona Bostashvili",159,48,18
"Judo","Esther Stam",174,75,29
"Wrestling","Geno Petriashvili",198,125,22
"Athletics","Valentina Liashenko (Khomitska-)",176,63,35
"Wrestling","Roberti Kobliashvili",180,85,22
"Judo","Varlam Lip'art'eliani",187,94,27
"Alpine Skiing","Aleksi Benianidze",184,80,22
"Rhythmic Gymnastics","Salome Pazhava",168,47,18
"Judo","Avtandil Ch'rik'ishvili",182,80,25
"Archery","Kristine Esebua",162,69,31
"Wrestling","Shmagi Bolkvadze",170,66,22
"Archery","Khatuna Phutkaradze-Narimanidze",175,79,42
"Tennis","Nikoloz Basilashvili",185,80,24
"Shooting","Tsotne Machavariani",180,74,18
"Alpine Skiing","Iason Abramashvili",176,82,25
"Wrestling","Sandro Aminashvili",180,85,24
"Weightlifting","Irak'li Turmanidze",182,130,31
"Wrestling","Zurabi Datunashvili",183,75,25
"Weightlifting","Anast'asia Hot'pridi",169,77,20
"Athletics","Daviti Kharazishvili",171,68,24
"Alpine Skiing","Iason Abramashvili",176,82,25
"Shooting","Nino Salukvadze (-Machavariani)",168,58,47
"Trampolining","Luba Golovina",171,52,26
"Alpine Skiing","Nino Tsiklauri",168,60,20
"Swimming","Irak'li Revishvili",178,77,26
"Alpine Skiing","Nino Tsiklauri",168,60,20
"Wrestling","Revazi Nadareishvili",176,98,25
"Athletics","Benik Abramyan",186,115,31
"Shooting","Tsotne Machavariani",180,74,18
"Archery","Kristine Esebua",162,69,31
"Alpine Skiing","Aleksi Benianidze",184,80,22
"Weightlifting","Lasha Talakhadze",197,160,22
"Archery","Khatuna Phutkaradze-Narimanidze",175,79,42
"Fencing","Sandro Bazadze",193,88,23
"Canoeing","Zaza Nadiradze",177,85,22
"Athletics","Lasha Torgvaidze",184,73,23
"Archery","Yuliya Lobzhenidze",177,80,38
"Judo","Vazha Margvelashvili",167,66,22
"Wrestling","Elizbar Odikadze",187,105,27
"Shooting","Nino Salukvadze (-Machavariani)",168,58,47
"Figure Skating","Elene Gedevanishvili",160,41,24
"Judo","Amiran Papinashvili",162,64,28
"Archery","Yuliya Lobzhenidze",177,80,38
"Wrestling","Zurabi Iakobishvili",171,68,24
"Wrestling","Vladimer Khinchegashvili",170,57,25
"Athletics","Manuel Benjamn Enzema Owo",170,63,27
"Table Tennis","Petrissa Solja",168,67,22
"Equestrianism","Julia Krajewski",168,65,27
"Equestrianism","Julia Krajewski",168,65,27
"Cycling","Helen Grobert",175,57,24
"Athletics","Christin Hussong",186,84,22
"Handball","Finn Lemke",210,115,24
"Nordic Combined","Fabian Riele",172,62,23
"Rhythmic Gymnastics","Anastasija Khmelnytska",171,56,18
"Athletics","Robert Harting",201,126,31
"Nordic Combined","Fabian Riele",172,62,23
"Table Tennis","Petrissa Solja",168,67,22
"Shooting","Andreas Lw",177,81,34
"Swimming","Christian Diener",182,82,23
"Figure Skating","Aljona Sawtchenko",153,48,30
"Athletics","Daniel Jasinski",207,120,26
"Swimming","Alexandra Nathalie Wenk",180,63,21
"Football","Nils Petersen",188,80,27
"Bobsleigh","Thorsten Margis",192,99,24
"Cross Country Skiing","Thomas Bing",177,70,23
"Snowboarding","Paul Berg",180,79,22
"Hockey","Christopher Wesley",192,88,29
"Nordic Combined","Fabian Riele",172,62,23
"Rowing","Maximilian Munski",195,96,28
"Athletics","Jenny Elbe",180,64,26
"Cycling","Roger Kluge",191,85,30
"Swimming","Philip Marvin Heintz",194,85,25
"Football","Annike Berit Krahn",173,61,31
"Cycling","Mieke Krger",181,78,23
"Cross Country Skiing","Thomas Bing",177,70,23
"Cycling","Simon Geschke",170,64,30
"Alpine Skiing","Stefan Luitz",185,84,21
"Sailing","Ferdinand Gerz",176,62,27
"Rowing","Moritz Moos",176,71,22
"Football","Josephine Henning",175,68,26
"Athletics","Christoph Harting",207,120,26
"Athletics","Lara Hoffmann",173,68,25
"Judo","Mareen Krh",161,54,32
"Rowing","Lisa Schmidla",173,76,25
"Handball","Uwe Gensheimer",188,88,29
"Boxing","Arajik Witali Marutjan",180,69,23
"Alpine Skiing","Stefan Luitz",185,84,21
"Hockey","Jana Teschke",168,56,25
"Gymnastics","Fabian Hambchen",164,62,28
"Snowboarding","Konstantin Schad",177,80,26
"Swimming","Damian Matthias Armin Wierling",196,74,20
"Tennis","Dustin Brown",196,78,31
"Cross Country Skiing","Katrin Zeller",170,60,34
"Cycling","Gudrun Stock",168,62,21
"Handball","Christian Dissinger",203,105,24
"Cycling","Miriam Welte",171,67,29
"Ice Hockey","Kerstin Spielberger",169,61,18
"Cross Country Skiing","Katrin Zeller",170,60,34
"Wrestling","Maria Selmaier",175,79,24
"Handball","Fabian Wiede",194,94,22
"Equestrianism","Kristina Brring-Sprehe",168,54,29
"Ski Jumping","Andreas Wank",189,72,25
"Speed Skating","Stephanie Beckert",172,73,25
"Football","Philipp Max",177,76,22
"Table Tennis","Bastian Steger",170,65,35
"Hockey","Christopher Rhr",180,77,22
"Speed Skating","Patrick Beckert",183,80,23
"Speed Skating","Patrick Beckert",183,80,23
"Football","Leon Goretzka",189,79,21
"Tennis","Annika Beck",170,59,22
"Diving","Patrick Hausding",180,77,27
"Cross Country Skiing","Denise Herrmann",175,61,25
"Canoeing","Sideris Tasiadis",179,79,26
"Swimming","Jan-Philip Glania",194,90,27
"Ice Hockey","Bettina ""Tina"" Evers",167,66,32
"Canoeing","Max Rendschmidt",186,90,22
"Handball","Patrick Wiencek",200,110,27
"Rowing","Malte Jakschik",194,93,23
"Canoeing","Max Rendschmidt",186,90,22
"Equestrianism","Dorothee Schneider (-Krumhoff)",169,63,47
"Swimming","Christoph Fildebrandt",193,80,27
"Judo","Miryam Roper (-Yearwood)",165,59,34
"Cross Country Skiing","Hannes Dotzler",176,70,23
"Athletics","Annika Roloff",166,58,25
"Athletics","Julian Weber",191,98,21
"Football","Jeremy Toljan",182,72,21
"Swimming","Christoph Fildebrandt",193,80,27
"Cross Country Skiing","Tobias Angerer",179,72,36
"Ice Hockey","Susanne ""Susi"" Fellner",159,57,28
"Judo","Karl-Richard Frey",188,103,25
"Canoeing","Jan Vandrey",188,88,24
"Rowing","Carina Br",185,75,26
"Hockey","Moritz Frste",190,89,31
"Canoeing","Max Hoff",197,95,33
"Cross Country Skiing","Tobias Angerer",179,72,36
"Skeleton","Alexander Krckel",188,82,23
"Ski Jumping","Gianina Ernst",153,44,15
"Swimming","Jan-Philip Glania",194,90,27
"Cross Country Skiing","Denise Herrmann",175,61,25
"Cross Country Skiing","Thomas Bing",177,70,23
"Boxing","David Graf",191,91,27
"Athletics","Julian Flgel",183,64,30
"Skeleton","Frank Rommel",185,80,29
"Football","Serge David Gnabry",173,74,21
"Rowing","Ronja Fini Sturm",165,55,20
"Swimming","Philipp Wolf",196,96,23
"Speed Skating","Monique Angermller",174,72,30
"Hockey","Linus Butt",186,83,29
"Athletics","Matthias Bhler",189,78,29
"Bobsleigh","Francesco Friedrich",180,89,23
"Cycling","Simon Geschke",170,64,30
"Speed Skating","Stephanie Beckert",172,73,25
"Cycling","Luis Brethauer",176,82,23
"Athletics","Nils Brembach",184,70,23
"Rowing","Andreas Kuffner",196,94,29
"Athletics","Jackie Baumann",173,58,20
"Speed Skating","Jenny Wolf (-Lotze)",172,75,35
"Beach Volleyball","Lars Flggen",192,83,26
"Badminton","Birgit Overzier-Michels",178,70,31
"Biathlon","Laura Dahlmeier",162,52,20
"Snowboarding","Amelie Kober",168,56,26
"Cross Country Skiing","Denise Herrmann",175,61,25
"Tennis","Andrea Petkovic",180,69,28
"Swimming","Damian Matthias Armin Wierling",196,74,20
"Biathlon","Laura Dahlmeier",162,52,20
"Athletics","Hagen Pohle",178,64,24
"Gymnastics","Fabian Hambchen",164,62,28
"Wrestling","Nina Hemmer",165,55,23
"Sailing","Maria Carolina Werner",168,58,22
"Boxing","Erik Pfeifer",191,104,29
"Canoeing","Steffi Kriegerstein",178,70,23
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Athletics","Sanaa Koubaa",170,56,31
"Cycling","Domenic Weinstein",188,83,21
"Badminton","Michael Fuchs",181,86,34
"Rhythmic Gymnastics","Sina Tkaltschewitsch",160,44,17
"Judo","Igor Wandtke",176,76,25
"Cross Country Skiing","Hannes Dotzler",176,70,23
"Athletics","Thomas Rhler",192,92,24
"Cycling","Ren Enders",165,77,29
"Bobsleigh","Francesco Friedrich",180,89,23
"Cross Country Skiing","Jens Filbrich",177,70,34
"Handball","Martin Strobel",189,90,30
"Judo","Martyna Trajdos",171,66,27
"Speed Skating","Patrick Beckert",183,80,23
"Hockey","Lisa Schtze",172,61,19
"Sailing","Thomas Plel",181,80,28
"Freestyle Skiing","Heidi Zacher",167,59,25
"Ice Hockey","Julia Zorn",170,73,24
"Taekwondo","Rabia Glec",175,62,22
"Swimming","Alexandra Nathalie Wenk",180,63,21
"Athletics","Kai Kazmirek",190,88,25
"Swimming","Alexandra Nathalie Wenk",180,63,21
"Canoeing","Franziska Weber",176,70,27
"Cross Country Skiing","Tim Tscharnke",182,75,24
"Swimming","Damian Matthias Armin Wierling",196,74,20
"Swimming","Annika Bruhn",183,69,23
"Biathlon","Laura Dahlmeier",162,52,20
"Gymnastics","Andreas Bretschneider",167,60,26
"Tennis","Andrea Petkovic",180,69,28
"Judo","Laura Vargas Koch",173,70,26
"Equestrianism","Kristina Brring-Sprehe",168,54,29
"Shooting","Julian Justus",177,76,28
