"Sport","Name","Height","Weight","Age"
"Ice Hockey","Andrea Lanzl",162,67,26
"Swimming","Sarah Khler",179,67,22
"Swimming","Sarah Khler",179,67,22
"Snowboarding","Anke Karstens",175,65,28
"Cross Country Skiing","Katrin Zeller",170,60,34
"Equestrianism","Dorothee Schneider (-Krumhoff)",169,63,47
"Triathlon","Anne Haug",164,51,33
"Football","Julian Brandt",183,83,20
"Athletics","Charlene Woitha",178,77,22
"Cycling","Anna Knauer",170,60,21
"Nordic Combined","Johannes Rydzek",178,60,22
"Rowing","Kathrin Marchand",183,69,25
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Cycling","Tony Martin",186,75,31
"Swimming","Paul Biedermann",193,93,29
"Alpine Skiing","Maria Hfl-Riesch",182,78,29
"Cycling","Tony Martin",186,75,31
"Equestrianism","Daniel Deuer",190,76,34
"Ski Jumping","Katharina Althaus",157,52,17
"Canoeing","Conny Wamuth",167,64,33
"Hockey","Annika Sprink",173,61,20
"Canoeing","Melanie Pfeifer",167,54,29
"Swimming","Sarah Khler",179,67,22
"Biathlon","Laura Dahlmeier",162,52,20
"Speed Skating","Gabriele Renate ""Gabi"" Hirschbichler",168,66,30
"Speed Skating","Samuel Schwarz",184,90,30
"Boxing","Artem Harutyunyan",172,64,25
"Cross Country Skiing","Hannes Dotzler",176,70,23
"Athletics","Sara Gambetta",184,89,23
"Cycling","Maximilian Levy",182,87,29
"Rowing","Lars Wichert",186,73,29
"Alpine Skiing","Maria Hfl-Riesch",182,78,29
"Speed Skating","Moritz Josef Geisreiter",200,97,26
"Canoeing","Franziska Weber",176,70,27
"Sailing","Oliver Szymanski",183,73,26
"Athletics","Lena Urbaniak",174,92,23
"Canoeing","Sabrina Hering",167,70,24
"Handball","Kai Hfner",192,95,27
"Cross Country Skiing","Jens Filbrich",177,70,34
"Equestrianism","Isabelle Regina Werth",169,66,47
"Athletics","Cindy Roleder",178,70,26
"Cycling","Maximilian Levy",182,87,29
"Cycling","Maximilian Levy",182,87,29
"Alpine Skiing","Maria Hfl-Riesch",182,78,29
"Athletics","Malaika Mihambo",170,55,22
"Hockey","Tom Grambusch",185,85,20
"Speed Skating","Moritz Josef Geisreiter",200,97,26
"Football","Lena Goeling",171,56,30
"Bobsleigh","Christin Senkel",180,78,26
"Freestyle Skiing","Sabrina Cakmakli",165,60,19
"Cycling","Kristina Vogel",160,66,25
"Swimming","Florian Vogel",180,70,21
"Ice Hockey","Manuela Anwander",164,67,22
"Swimming","Leonie Antonia Beck",184,62,19
"Swimming","Annika Bruhn",183,69,23
"Nordic Combined","Eric Frenzel",174,57,25
"Athletics","Carolin Schfer",178,65,24
"Rowing","Hans Gruhne",193,92,27
"Table Tennis","Ying Han",170,60,33
"Nordic Combined","Johannes Rydzek",178,60,22
"Canoeing","Tina Dietze",172,68,28
"Alpine Skiing","Maria Hfl-Riesch",182,78,29
"Hockey","Pia-Sophie Oldhafer",166,55,24
"Cross Country Skiing","Hannes Dotzler",176,70,23
"Football","Maximilian Meyer",173,60,20
"Diving","Patrick Hausding",180,77,27
"Diving","Patrick Hausding",180,77,27
"Gymnastics","Andreas Bretschneider",167,60,26
"Biathlon","Franziska Preu",173,60,19
"Luge","Tobias Arlt",178,77,26
"Swimming","Dorothea Brandt",178,70,32
"Tennis","Laura Natalie Siegemund",168,62,28
"Cycling","Kristina Vogel",160,66,25
"Athletics","Robin Erewa",184,80,25
"Swimming","Johannes Hintze",193,82,17
"Diving","Elena Wassen",174,63,15
"Ski Jumping","Richard Freitag",173,58,22
"Badminton","Michael Fuchs",181,86,34
"Canoeing","Max Hoff",197,95,33
"Ice Hockey","Sophie Kratzer",171,71,24
"Athletics","Claudia Rath (-Salman)",175,65,30
"Luge","Tobias Arlt",178,77,26
"Diving","Stephan Feck",183,79,26
"Handball","Paul Drux",192,106,21
"Canoeing","Stefan Kiraj",189,92,27
"Athletics","Tatjana Lofamakanda Pinto",170,56,24
"Swimming","Jan-Philip Glania",194,90,27
"Equestrianism","Isabelle Regina Werth",169,66,47
"Athletics","Konstanze Klosterhalfen",174,48,19
"Canoeing","Franziska Weber",176,70,27
"Athletics","Marie-Laurence Jungfleisch",182,68,25
"Tennis","Jan-Lennard Struff",196,87,26
"Modern Pentathlon","Annika Schleu",175,63,26
"Gymnastics","Andreas Toba",172,65,25
"Biathlon","Laura Dahlmeier",162,52,20
"Gymnastics","Andreas Bretschneider",167,60,26
"Speed Skating","Samuel Schwarz",184,90,30
"Diving","Stephan Feck",183,79,26
"Athletics","Kristin Gierisch",178,61,25
"Hockey","Anne Schrder",170,58,21
"Shooting","Barbara Lechner-Engleder",162,72,33
"Athletics","Nadine Gonska",168,58,26
"Ski Jumping","Severin Freund",185,67,25
"Trampolining","Leonie Adam",162,54,23
"Athletics","Nadine Mller",193,94,30
"Snowboarding","Amelie Kober",168,56,26
"Football","Matthias Lukas Ginter",190,88,22
"Football","Lukas Klostermann",189,83,20
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Rowing","Julia Lier",183,78,24
"Swimming","Florian Vogel",180,70,21
"Tennis","Anna-Lena Grnefeld",180,78,31
"Biathlon","Franziska Hildebrand",162,53,26
"Ski Jumping","Richard Freitag",173,58,22
"Hockey","Nike Lorenz",170,69,19
"Handball","Steffen Fth",199,97,26
"Biathlon","Franziska Preu",173,60,19
"Judo","Sebastian Seidl",174,70,26
"Athletics","Tatjana Lofamakanda Pinto",170,56,24
"Athletics","Diana Sujew",166,53,25
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Beach Volleyball","Markus Bckermann",192,95,30
"Sailing","Marlene Steinherr",174,69,30
"Swimming","Christian vom Lehn",190,78,24
"Athletics","Anja Scherl",160,48,30
"Weightlifting","Nico Mller",168,80,22
"Equestrianism","Snke Rothenberger",193,73,21
"Weightlifting","Jrgen Spie",175,105,32
"Gymnastics","Andreas Bretschneider",167,60,26
"Athletics","Martina Strutz",159,58,34
"Rowing","Jonathan Koch",183,73,30
"Swimming","Annika Bruhn",183,69,23
"Ski Jumping","Severin Freund",185,67,25
"Cross Country Skiing","Nicole Fessel",170,55,30
"Hockey","Martin Hner",184,83,27
"Shooting","Monika Karsch",158,55,33
"Cross Country Skiing","Tim Tscharnke",182,75,24
"Nordic Combined","Johannes Rydzek",178,60,22
"Cross Country Skiing","Stefanie Bhler",170,54,32
"Snowboarding","Alexander Bergmann",176,70,26
"Gymnastics","Andreas Bretschneider",167,60,26
"Boxing","Hamza Touba",170,52,24
"Athletics","Ruth Sophia Spelmeyer",173,59,25
"Rowing","Tobias Franzmann",181,73,25
"Taekwondo","Tahir Glec",191,82,23
"Rowing","Anton Braun",202,104,26
"Biathlon","Franziska Hildebrand",162,53,26
"Rowing","Maximilian Reinelt",195,98,27
"Tennis","Philipp Eberhard Kohlschreiber",178,70,32
"Canoeing","Tom Liebscher",189,89,23
"Figure Skating","Robin Szolkowy",174,72,34
"Athletics","Mateusz Przybylko",195,78,24
"Athletics","Julia Fischer",192,98,26
"Snowboarding","Selina Jrg",174,63,26
"Gymnastics","Andreas Toba",172,65,25
"Biathlon","Franziska Preu",173,60,19
"Biathlon","Franziska Preu",173,60,19
"Weightlifting","Almir Velagic",183,150,34
"Ski Jumping","Severin Freund",185,67,25
"Cross Country Skiing","Nicole Fessel",170,55,30
"Cross Country Skiing","Nicole Fessel",170,55,30
"Luge","David Mller",188,90,32
"Fencing","Max Hartung",189,86,26
"Athletics","Hagen Pohle",178,64,24
"Figure Skating","Maylin Hausch-Wende",154,48,25
"Equestrianism","Snke Rothenberger",193,73,21
"Ski Jumping","Marinus Kraus",173,59,22
"Speed Skating","Bente Kraus",172,68,24
"Cycling","Sabine Spitz",167,60,44
"Wrestling","Aline Focken",177,73,25
"Biathlon","Erik Lesser",170,70,25
"Shooting","Barbara Lechner-Engleder",162,72,33
"Cycling","Kristina Vogel",160,66,25
"Biathlon","Franziska Hildebrand",162,53,26
"Athletics","Julian Reus",176,76,28
"Rowing","Mareike Adams",174,73,26
"Ice Hockey","Sara Seiler",169,65,31
"Triathlon","Laura Lindemann",168,57,20
"Football","Sara Ilonka Dbritz",171,59,21
"Speed Skating","Bente Kraus",172,68,24
"Biathlon","Evi Sachenbacher-Stehle",162,52,33
"Hockey","Selin Oruz",172,60,19
"Football","Grischa Prmel",182,78,21
"Canoeing","Jan Benzien",180,75,34
"Speed Skating","Alexej Baumgrtner",182,83,25
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Golf","Sandra Gal",183,70,31
"Skeleton","Sophia Griebel",171,62,23
"Athletics","Nadine Hildebrand",159,55,28
"Gymnastics","Andreas Bretschneider",167,60,26
"Cross Country Skiing","Claudia Knzel-Nystad",168,58,36
"Cross Country Skiing","Nicole Fessel",170,55,30
"Sailing","Philipp Buhl",187,85,26
"Rowing","Martin Sauer",169,55,33
"Shooting","Monika Karsch",158,55,33
"Figure Skating","Maylin Hausch-Wende",154,48,25
"Rowing","Eric Johannesen",193,100,28
"Athletics","Sven Knipphals",189,88,30
"Shooting","Eva Rsken",165,70,32
"Speed Skating","Denise Roth",164,60,25
"Bobsleigh","Christian Poser",186,90,27
"Luge","Felix Loch",190,90,24
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Nordic Combined","Tino Edelmann",185,72,28
"Hockey","Hannah Krger",173,67,27
"Ice Hockey","Anja Weier",174,74,22
"Athletics","Christina Schwanitz",180,115,30
"Bobsleigh","Anja Schneiderheinze (-Stckel)",169,79,35
"Equestrianism","Daniel Deuer",190,76,34
"Swimming","Marco Koch",185,83,26
"Gymnastics","Marcel Van Minh Phuc Long Nguyen",165,55,28
"Biathlon","Arnd Peiffer",185,80,26
"Cross Country Skiing","Lucia Anger",168,60,23
"Gymnastics","Sophie Celina Scheder",167,56,19
"Biathlon","Andreas ""Andi"" Birnbacher",179,72,32
"Gymnastics","Andreas Toba",172,65,25
"Tennis","Angelique Kerber",173,68,28
"Speed Skating","Gabriele Renate ""Gabi"" Hirschbichler",168,66,30
"Football","Robert Bauer",183,76,21
"Athletics","Alyn Camara",196,84,27
"Sailing","Erik Heil",185,80,26
"Canoeing","Marcus Gro",182,85,26
"Cross Country Skiing","Stefanie Bhler",170,54,32
"Athletics","Karsten Dilla",188,82,27
"Gymnastics","Fabian Hambchen",164,62,28
"Fencing","Matyas Szabo",183,82,24
"Canoeing","Tom Liebscher",189,89,23
"Football","Dzsenifer Marozsn",171,68,24
"Wrestling","Luisa Helga Gerda Niemesch",165,63,20
"Athletics","Arthur Abele",184,85,30
"Athletics","Rico Freimuth",196,95,28
"Speed Skating","Jenny Wolf (-Lotze)",172,75,35
"Bobsleigh","Sandra Prokoff-Kiriasis",182,80,39
"Swimming","Damian Matthias Armin Wierling",196,74,20
"Gymnastics","Sophie Celina Scheder",167,56,19
"Hockey","Ccile Pieper",166,56,21
"Alpine Skiing","Viktoria Rebensburg",170,67,24
"Biathlon","Daniel Bhm",178,72,27
"Ski Jumping","Ulrike Grler",175,60,26
"Hockey","Timur Oruz",186,87,21
"Freestyle Skiing","Daniel Bohnacker",190,83,23
"Ski Jumping","Carina Vogt",171,62,22
"Hockey","Nicolas Jacobi",193,95,29
"Speed Skating","Claudia Pechstein",166,61,41
"Shooting","Christine Brinker-Wenzel",171,63,35
"Equestrianism","Ingrid Klimke (-Busacker)",172,58,48
"Swimming","Jacob Oskar Julius Heidtmann",195,83,21
"Hockey","Moritz Trompertz",180,76,20
"Badminton","Marc Zwiebler",181,75,32
"Cycling","Maximilian Levy",182,87,29
"Rowing","Karl Schulze",190,100,28
"Hockey","Mats Grambusch",177,74,23
"Football","Saskia Bartusiak",170,60,33
"Athletics","Shanice Craft",185,93,23
"Cycling","Stephanie Pohl",160,51,28
"Equestrianism","Christian Ahlmann",189,80,41
"Athletics","Lisa Mayer",171,57,20
"Bobsleigh","Maximilian Arndt",180,93,26
"Ice Hockey","Nina Kamenik",161,55,28
"Athletics","Julian Reus",176,76,28
"Shooting","Daniel Brodmeier",180,100,28
"Ski Jumping","Marinus Kraus",173,59,22
"Biathlon","Christoph Stephan",187,85,28
"Biathlon","Arnd Peiffer",185,80,26
"Canoeing","Marcus Gro",182,85,26
"Equestrianism","Ingrid Klimke (-Busacker)",172,58,48
"Gymnastics","Andreas Bretschneider",167,60,26
"Athletics","Tobias Dahm",205,124,29
"Swimming","Florian Wellbrock",185,70,18
"Football","Leonie Rebekka Maier",163,62,23
"Biathlon","Erik Lesser",170,70,25
"Biathlon","Arnd Peiffer",185,80,26
"Bobsleigh","Cathleen Martini",170,73,31
"Ice Hockey","Monika Bittner",156,60,26
"Football","Babett Peter",172,64,28
"Athletics","Kathrin Klaas",168,72,32
"Football","Alexandra Popp",174,65,25
"Athletics","Lisa Mayer",171,57,20
"Football","Davie Selke",192,82,21
"Hockey","Tobias Constantin Hauke",183,81,28
"Athletics","Anna Hahner",165,48,26
"Gymnastics","Tabea Lara Alt",158,50,16
"Snowboarding","Patrick Bussler",185,84,29
"Athletics","Alexander John",185,84,30
"Swimming","Franziska Hentke",169,62,27
"Wrestling","Frank Stbler",174,74,27
"Ice Hockey","Susann Gtz",163,67,31
"Biathlon","Daniel Bhm",178,72,27
"Handball","Silvio Heinevetter",194,99,31
"Rowing","Stephan Krger",187,86,27
"Tennis","Laura Natalie Siegemund",168,62,28
"Luge","Tobias Wendl",184,88,26
"Rhythmic Gymnastics","Daniela Potapova",166,48,20
"Athletics","Lisa Hahner",167,50,26
"Snowboarding","Selina Jrg",174,63,26
"Speed Skating","Claudia Pechstein",166,61,41
"Swimming","Christian vom Lehn",190,78,24
"Athletics","Gesa Felicitas Krause",167,51,24
"Shooting","Henri Junghnel",179,80,28
"Equestrianism","Christian Ahlmann",189,80,41
"Freestyle Skiing","Thomas Fischer",182,82,27
"Shooting","Christian Reitz",183,93,29
"Table Tennis","Timo Boll",181,74,35
"Athletics","Homiyu Tesfaye Heyi",184,64,23
"Weightlifting","Alexej Prochorow",191,135,26
"Athletics","Lucas Jakubczyk",183,77,31
"Athletics","Florian Orth",181,63,27
"Rhythmic Gymnastics","Natalie Hermann",170,54,16
"Cycling","Miriam Welte",171,67,29
"Swimming","Franziska Hentke",169,62,27
"Gymnastics","Tabea Lara Alt",158,50,16
"Swimming","Jacob Oskar Julius Heidtmann",195,83,21
"Snowboarding","Johannes Hpfl",185,80,18
"Wrestling","Denis Maksymilian Kudla",184,90,21
"Biathlon","Christoph Stephan",187,85,28
"Athletics","Aleixo-Platini Menga",182,82,28
"Athletics","Max He",185,80,20
"Hockey","Janne Mller-Wieland",175,69,29
"Diving","Nora Subschinski",159,57,28
"Cross Country Skiing","Stefanie Bhler",170,54,32
"Speed Skating","Monique Angermller",174,72,30
"Hockey","Martin Zwicker",175,64,29
"Football","Simone Laudehr",175,56,30
"Bobsleigh","Kevin Kuske",196,116,35
"Biathlon","Erik Lesser",170,70,25
"Cross Country Skiing","Erik Lesser",170,70,25
"Luge","Felix Loch",190,90,24
"Athletics","Robert Hering",180,78,26
"Nordic Combined","Bjrn Kircheisen",183,69,30
"Nordic Combined","Bjrn Kircheisen",183,69,30
"Bobsleigh","Thomas Florschtz",184,95,35
"Diving","Nora Subschinski",159,57,28
"Athletics","Ruth Sophia Spelmeyer",173,59,25
"Speed Skating","Alexej Baumgrtner",182,83,25
"Gymnastics","Lukas Dauser",172,64,23
"Diving","Maria Kurjo",158,52,26
"Athletics","Julian Reus",176,76,28
"Athletics","Christopher Linke",191,66,27
"Football","Anja Mittag",168,58,31
"Badminton","Johannes Schttler",192,84,31
"Ice Hockey","Maritta Becker",168,64,32
"Football","Almuth Schult",180,71,25
"Table Tennis","Ying Han",170,60,33
"Athletics","Alexandra Valerie ""Alex"" Wester",180,64,22
"Beach Volleyball","Karla Borger",180,68,27
"Canoeing","Tina Dietze",172,68,28
"Shooting","Jana Beckmann",170,60,33
"Biathlon","Arnd Peiffer",185,80,26
"Hockey","Franzisca Hauke",172,63,26
"Rowing","Jason Osborne",178,72,22
"Diving","Sascha Klein",173,71,30
"Shooting","Oliver Geis",176,86,25
"Swimming","Clemens Andreas Rapp",193,85,27
"Gymnastics","Tabea Lara Alt",158,50,16
"Cycling","Joachim Eilers",185,90,26
"Gymnastics","Sophie Celina Scheder",167,56,19
"Judo","Sven Maresch",173,83,29
"Cycling","Kersten Thiele",179,75,23
"Shooting","Selina Gschwandtner",166,64,22
"Rowing","Maximilian Korge",193,92,21
"Luge","Anke Wischnewski (-Grlitzer)",178,77,36
"Bobsleigh","Maximilian Arndt",180,93,26
"Cycling","Joachim Eilers",185,90,26
"Badminton","Carla Nelte",171,60,25
"Athletics","Betty Heidler",175,85,32
"Biathlon","Daniel Bhm",178,72,27
"Freestyle Skiing","Laura Grasemann",162,52,21
"Cycling","Joachim Eilers",185,90,26
"Modern Pentathlon","Lena Schneborn",179,60,30
"Gymnastics","Elisabeth Seitz",162,57,22
"Cross Country Skiing","Sebastian Eisenlauer",181,72,23
"Equestrianism","Michael Jung",168,70,34
"Athletics","Philipp Pflieger",188,70,29
"Speed Skating","Claudia Pechstein",166,61,41
"Table Tennis","Timo Boll",181,74,35
"Canoeing","Franz Anton",173,70,26
"Ice Hockey","Franziska Busch",163,69,28
"Tennis","Angelique Kerber",173,68,28
"Handball","Hendrik Pekeler",203,103,25
"Table Tennis","Dimitrij Ovtcharov",186,78,27
"Figure Skating","Daniel Wende",182,83,29
"Rhythmic Gymnastics","Julia Stavickaja",167,48,18
"Swimming","Christian Reichert",188,83,31
"Bobsleigh","Kevin Kuske",196,116,35
"Swimming","Clemens Andreas Rapp",193,85,27
"Short Track Speed Skating","Robert Seifert",180,83,26
"Table Tennis","Xiaona Shan",165,54,33
"Biathlon","Evi Sachenbacher-Stehle",162,52,33
"Badminton","Karin Schnaase",164,56,31
"Snowboarding","Alexander Bergmann",176,70,26
"Cycling","Manuel Fumic",173,68,34
"Gymnastics","Lukas Dauser",172,64,23
"Handball","Tobias Reichmann",188,87,28
"Speed Skating","Judith Hesse (-Dannhauer)",158,50,31
"Snowboarding","Patrick Bussler",185,84,29
"Diving","Tina Punzel",167,56,21
"Alpine Skiing","Viktoria Rebensburg",170,67,24
"Athletics","Linda Stahl",176,79,30
"Athletics","Raphael Marcel Holzdeppe",183,78,26
"Beach Volleyball","Britta Kristin Bthe",185,78,28
"Bobsleigh","Jannis Bcker",198,101,29
"Swimming","Marco Koch",185,83,26
"Luge","Andi Langenhan",180,86,29
"Biathlon","Erik Lesser",170,70,25
"Athletics","Johannes Vetter",188,103,23
"Alpine Skiing","Fritz Dopfer",188,85,26
"Cross Country Skiing","Arnd Peiffer",185,80,26
"Athletics","Pamela Dutkiewicz",170,61,24
"Diving","Sascha Klein",173,71,30
"Hockey","Marie Mvers",170,67,25
"Rowing","Lauritz Schoof",195,98,25
"Equestrianism","Michael Jung",168,70,34
"Athletics","Lucas Jakubczyk",183,77,31
"Gymnastics","Sophie Celina Scheder",167,56,19
"Biathlon","Andrea Henkel (-Burke)",159,49,36
"Ski Jumping","Andreas Wellinger",183,65,18
"Skeleton","Anja Huber (-Selbach)",172,60,30
"Rhythmic Gymnastics","Jana Berezko-Marggrander",165,44,20
"Luge","Sascha Benecken",178,74,23
"Fencing","Carolin Elisabeth Golubytskyi (Wutz-)",167,57,30
"Skeleton","Marion Thees-Trott",168,58,29
"Football","Mandy Islacker",164,55,27
"Cross Country Skiing","Tim Tscharnke",182,75,24
"Snowboarding","Anke Karstens",175,65,28
"Rowing","Marie-Louise Drger",170,59,35
"Sailing","Paul Kohlhoff",187,83,21
"Cycling","Henning Bommel",183,79,33
"Athletics","Friederike Mhlenkamp",176,63,23
"Diving","Martin Wolfram",164,55,24
"Hockey","Niklas Wellen",185,77,21
"Gymnastics","Lukas Dauser",172,64,23
"Rowing","Felix Wimberger",190,92,26
"Bobsleigh","Gregor Bermbach",183,95,32
"Rowing","Felix Drahotta",200,102,27
"Athletics","Tobias Scherbarth",195,87,30
"Swimming","Bjrn Hornikel",192,91,24
"Athletics","Rebekka Haase",170,58,23
"Gymnastics","Lukas Dauser",172,64,23
"Biathlon","Simon Schempp",178,68,25
"Cross Country Skiing","Claudia Knzel-Nystad",168,58,36
"Rowing","Marie-Cathrine Arnold",175,69,24
"Rowing","Kerstin Hartmann",177,70,28
"Rowing","Annekatrin Thiele",173,68,31
"Fencing","Peter Joppich",176,68,33
"Athletics","Elizaveta Vladimirova ""Lisa"" Ryzih",179,62,27
"Judo","Jasmin Klbs",178,127,24
"Freestyle Skiing","Andreas Schauer",189,91,28
"Bobsleigh","Joshua Bluhm",187,95,19
"Canoeing","Ronald Rauhe",179,82,34
"Beach Volleyball","Kira Walkenhorst",184,75,25
"Diving","Tina Punzel",167,56,21
"Canoeing","Ronald Rauhe",179,82,34
"Judo","Marc Odenthal",180,94,25
"Swimming","Jenny Mensing",183,70,30
"Swimming","Leonie Kullmann",175,62,16
"Athletics","Eike Onnen",197,92,34
"Nordic Combined","Eric Frenzel",174,57,25
"Speed Skating","Gabriele Renate ""Gabi"" Hirschbichler",168,66,30
"Cross Country Skiing","Josef Wenzl",188,86,29
"Freestyle Skiing","Florian Eigler",178,80,23
"Hockey","Florian Fuchs",185,74,24
"Cycling","Miriam Welte",171,67,29
"Ski Jumping","Andreas Wank",189,72,25
"Swimming","Paulina Schmiedel",175,61,23
"Canoeing","Sebastian Brendel",192,92,28
"Badminton","Johanna Goliszewski",172,64,30
"Luge","Tobias Wendl",184,88,26
"Gymnastics","Andreas Toba",172,65,25
"Alpine Skiing","Fritz Dopfer",188,85,26
"Football","Sven Bender",185,80,27
"Athletics","Fabienne Kohlmann",170,57,26
"Hockey","Katharina Otte",170,63,29
"Hockey","Kristina Joana Reynolds",181,71,32
"Swimming","Steffen Deibler",186,81,29
"Canoeing","Sebastian Brendel",192,92,28
"Biathlon","Simon Schempp",178,68,25
"Modern Pentathlon","Christian Zillekens",179,68,20
"Cycling","Emanuel Buchmann",181,61,23
"Cross Country Skiing","Claudia Knzel-Nystad",168,58,36
"Cross Country Skiing","Stefanie Bhler",170,54,32
"Shooting","Daniel Brodmeier",180,100,28
"Cycling","Claudia Lichtenberg (Husler-)",170,51,30
"Gymnastics","Elisabeth Seitz",162,57,22
"Golf","Alexander ""Alex"" ejka",173,77,45
"Speed Skating","Nico Herbert Ihle",187,85,28
"Hockey","Mathias Mller",187,80,24
"Bobsleigh","Jannis Bcker",198,101,29
"Sailing","Toni Paul Wilhelm",182,76,33
